지점,지점명,시간,온도,습도,기압
257,양산시,2014/09/01 2:00,21.5,72,1012.9
257,양산시,2014/09/01 3:00,21.2,73,1012.9
257,양산시,2014/09/01 4:00,20.6,75,1013.1
257,양산시,2014/09/01 5:00,20.1,77,1013.1
257,양산시,2014/09/01 6:00,19.6,78,1013.9
257,양산시,2014/09/01 7:00,20.2,76,1014.4
257,양산시,2014/09/01 8:00,22.2,69,1014.1
257,양산시,2014/09/01 9:00,24.3,62,1014
257,양산시,2014/09/01 10:00,25,54,1014
257,양산시,2014/09/01 11:00,26.3,52,1013.8
257,양산시,2014/09/01 12:00,27.3,47,1013.5
257,양산시,2014/09/01 13:00,27.7,47,1013.2
257,양산시,2014/09/01 14:00,27.9,45,1012.7
257,양산시,2014/09/01 15:00,27.9,46,1012.3
257,양산시,2014/09/01 16:00,27,52,1012.5
257,양산시,2014/09/01 17:00,26.1,54,1013.1
257,양산시,2014/09/01 18:00,24.7,56,1013.3
257,양산시,2014/09/01 19:00,23.5,63,1013.9
257,양산시,2014/09/01 20:00,22.6,67,1014.2
257,양산시,2014/09/01 21:00,22,70,1014.5
257,양산시,2014/09/01 22:00,21.8,71,1014.6
257,양산시,2014/09/01 23:00,21.9,72,1014.1
257,양산시,2014/09/02 0:00,21.7,74,1014.5
257,양산시,2014/09/02 1:00,21.5,75,1014.2
257,양산시,2014/09/02 2:00,21.3,74,1014.5
257,양산시,2014/09/02 3:00,20.9,76,1013.8
257,양산시,2014/09/02 4:00,20.9,76,1013.3
257,양산시,2014/09/02 5:00,21.1,74,1013.8
257,양산시,2014/09/02 6:00,21.3,74,1013.9
257,양산시,2014/09/02 7:00,21.4,73,1013.9
257,양산시,2014/09/02 8:00,23.2,68,1013.9
257,양산시,2014/09/02 9:00,23.7,66,1013.9
257,양산시,2014/09/02 10:00,24.1,65,1013.8
257,양산시,2014/09/02 11:00,24.7,62,1013.9
257,양산시,2014/09/02 12:00,25.6,58,1013.5
257,양산시,2014/09/02 13:00,24.8,63,1012.8
257,양산시,2014/09/02 14:00,25.3,62,1012.3
257,양산시,2014/09/02 15:00,25.8,58,1011.3
257,양산시,2014/09/02 16:00,25.2,56,1011.1
257,양산시,2014/09/02 17:00,24.5,59,1011.1
257,양산시,2014/09/02 18:00,22.6,74,1011.1
257,양산시,2014/09/02 19:00,21.9,78,1010.9
257,양산시,2014/09/02 20:00,22.2,75,1010.8
257,양산시,2014/09/02 21:00,22.5,74,1010.2
257,양산시,2014/09/02 22:00,22.5,74,1009.6
257,양산시,2014/09/02 23:00,22.6,75,1009.4
257,양산시,2014/09/03 0:00,21.9,79,1008.7
257,양산시,2014/09/03 1:00,21.4,85,1008
257,양산시,2014/09/03 2:00,21.4,85,1007
257,양산시,2014/09/03 3:00,21.7,85,1005.8
257,양산시,2014/09/03 4:00,21.8,86,1005.4
257,양산시,2014/09/03 5:00,21.8,86,1005.3
257,양산시,2014/09/03 6:00,22,87,1004.8
257,양산시,2014/09/03 7:00,22.5,87,1004.7
257,양산시,2014/09/03 8:00,23.3,86,1005
257,양산시,2014/09/03 9:00,24.4,89,1005.4
257,양산시,2014/09/03 10:00,25.3,88,1005.2
257,양산시,2014/09/03 11:00,26.3,83,1004.6
257,양산시,2014/09/03 12:00,26,84,1003.9
257,양산시,2014/09/03 13:00,25.3,88,1003.7
257,양산시,2014/09/03 14:00,24.7,88,1003.2
257,양산시,2014/09/03 15:00,24.8,88,1002.6
257,양산시,2014/09/03 16:00,24.9,88,1002.6
257,양산시,2014/09/03 17:00,25.3,86,1003
257,양산시,2014/09/03 18:00,24.6,87,1002.7
257,양산시,2014/09/03 19:00,24.1,86,1003.4
257,양산시,2014/09/03 20:00,23.7,86,1003.7
257,양산시,2014/09/03 21:00,23.5,84,1004.8
257,양산시,2014/09/03 22:00,23.1,85,1005.3
257,양산시,2014/09/03 23:00,22.8,86,1005.4
257,양산시,2014/09/04 0:00,22.8,86,1005.8
257,양산시,2014/09/04 1:00,22.4,89,1005.4
257,양산시,2014/09/04 2:00,22.5,89,1005.1
257,양산시,2014/09/04 3:00,22.4,88,1005.3
257,양산시,2014/09/04 4:00,22.2,86,1005.1
257,양산시,2014/09/04 5:00,21.8,87,1005.5
257,양산시,2014/09/04 6:00,20.6,88,1006.1
257,양산시,2014/09/04 7:00,21.2,87,1006.8
257,양산시,2014/09/04 8:00,22.9,80,1007.2
257,양산시,2014/09/04 9:00,24.1,77,1007.6
257,양산시,2014/09/04 10:00,25.5,68,1007.7
257,양산시,2014/09/04 11:00,27.2,59,1007.6
257,양산시,2014/09/04 12:00,27.9,59,1007.3
257,양산시,2014/09/04 13:00,29,52,1007
257,양산시,2014/09/04 14:00,28.4,56,1006.5
257,양산시,2014/09/04 15:00,28,58,1006.2
257,양산시,2014/09/04 16:00,28,59,1006.2
257,양산시,2014/09/04 17:00,28.4,60,1006.5
257,양산시,2014/09/04 18:00,26.9,66,1007
257,양산시,2014/09/04 19:00,25.2,72,1007.7
257,양산시,2014/09/04 20:00,24.4,77,1008.6
257,양산시,2014/09/04 21:00,22.7,83,1009.3
257,양산시,2014/09/04 22:00,22.2,83,1009.8
257,양산시,2014/09/04 23:00,22,84,1010.1
257,양산시,2014/09/05 0:00,21.4,86,1010.3
257,양산시,2014/09/05 1:00,21,87,1010.3
257,양산시,2014/09/05 2:00,20.7,87,1010.4
257,양산시,2014/09/05 3:00,20.4,88,1010.4
257,양산시,2014/09/05 4:00,20,88,1010.4
257,양산시,2014/09/05 5:00,19.6,88,1010.4
257,양산시,2014/09/05 6:00,19.7,88,1011
257,양산시,2014/09/05 7:00,20.2,85,1011.5
257,양산시,2014/09/05 8:00,22,81,1012
257,양산시,2014/09/05 9:00,22.9,78,1012.5
257,양산시,2014/09/05 10:00,25.2,68,1012.6
257,양산시,2014/09/05 11:00,26.9,60,1012.5
257,양산시,2014/09/05 12:00,28.7,49,1012
257,양산시,2014/09/05 13:00,29.9,52,1011.4
257,양산시,2014/09/05 14:00,30.6,49,1010.7
257,양산시,2014/09/05 15:00,30,47,1010.3
257,양산시,2014/09/05 16:00,29.8,51,1010.2
257,양산시,2014/09/05 17:00,29.2,57,1010.4
257,양산시,2014/09/05 18:00,27.1,62,1010.4
257,양산시,2014/09/05 19:00,25.7,66,1011.2
257,양산시,2014/09/05 20:00,23.7,75,1011.8
257,양산시,2014/09/05 21:00,23.2,76,1012.1
257,양산시,2014/09/05 22:00,22.7,81,1012.2
257,양산시,2014/09/05 23:00,22,83,1012
257,양산시,2014/09/06 0:00,21.3,85,1012
257,양산시,2014/09/06 1:00,20.8,86,1012.1
257,양산시,2014/09/06 2:00,20.8,86,1012.1
257,양산시,2014/09/06 3:00,20.3,88,1012.1
257,양산시,2014/09/06 4:00,20,87,1011.9
257,양산시,2014/09/06 5:00,19.8,86,1011.9
257,양산시,2014/09/06 6:00,19.6,86,1011.9
257,양산시,2014/09/06 7:00,20.4,84,1012.4
257,양산시,2014/09/06 8:00,20.9,84,1013.2
257,양산시,2014/09/06 9:00,21.3,83,1013.5
257,양산시,2014/09/06 10:00,22.4,81,1012.9
257,양산시,2014/09/06 11:00,23.1,79,1013.1
257,양산시,2014/09/06 12:00,23.8,75,1012.6
257,양산시,2014/09/06 13:00,24.1,69,1012.2
257,양산시,2014/09/06 14:00,23.9,67,1012.3
257,양산시,2014/09/06 15:00,24.7,66,1011.2
257,양산시,2014/09/06 16:00,25,67,1011.3
257,양산시,2014/09/06 17:00,26.8,61,1010.7
257,양산시,2014/09/06 18:00,25.3,67,1011
257,양산시,2014/09/06 19:00,22.9,66,1011.1
257,양산시,2014/09/06 20:00,21.1,71,1011.5
257,양산시,2014/09/06 21:00,19.7,69,1011.7
257,양산시,2014/09/06 22:00,18.9,75,1011.6
257,양산시,2014/09/06 23:00,17.9,81,1011.1
257,양산시,2014/09/07 0:00,17.3,84,1011.3
257,양산시,2014/09/07 1:00,17.3,85,1010.9
257,양산시,2014/09/07 2:00,16.9,84,1010.5
257,양산시,2014/09/07 3:00,16.6,87,1010.5
257,양산시,2014/09/07 4:00,16.2,87,1010.2
257,양산시,2014/09/07 5:00,16.1,87,1010
257,양산시,2014/09/07 6:00,15.9,87,1010
257,양산시,2014/09/07 7:00,16.3,85,1010.2
257,양산시,2014/09/07 8:00,18.9,76,1010.1
257,양산시,2014/09/07 9:00,22.1,67,1010.3
257,양산시,2014/09/07 10:00,25.3,57,1009.9
257,양산시,2014/09/07 11:00,28.1,45,1009.2
257,양산시,2014/09/07 12:00,29.6,42,1008.4
257,양산시,2014/09/07 13:00,29.5,42,1007.9
257,양산시,2014/09/07 14:00,30.6,42,1007.5
257,양산시,2014/09/07 15:00,30,46,1006.7
257,양산시,2014/09/07 16:00,29.9,47,1006.3
257,양산시,2014/09/07 17:00,28.3,54,1006.3
257,양산시,2014/09/07 18:00,27.1,62,1006.3
257,양산시,2014/09/07 19:00,25.2,72,1006.5
257,양산시,2014/09/07 20:00,24.8,73,1007.3
257,양산시,2014/09/07 21:00,24.4,74,1007.6
257,양산시,2014/09/07 22:00,23.9,75,1007.5
257,양산시,2014/09/07 23:00,23.5,75,1007.5
257,양산시,2014/09/08 0:00,23.3,79,1007.8
257,양산시,2014/09/08 1:00,23,78,1007.3
257,양산시,2014/09/08 2:00,22.8,79,1006.8
257,양산시,2014/09/08 3:00,22.6,78,1006.3
257,양산시,2014/09/08 4:00,22,81,1006.4
257,양산시,2014/09/08 5:00,20.1,85,1006.6
257,양산시,2014/09/08 6:00,20.1,87,1006.9
257,양산시,2014/09/08 7:00,20.5,85,1007
257,양산시,2014/09/08 8:00,22.4,78,1007.3
257,양산시,2014/09/08 9:00,24.2,70,1007.1
257,양산시,2014/09/08 10:00,26.1,57,1006.7
257,양산시,2014/09/08 11:00,28,54,1006.4
257,양산시,2014/09/08 12:00,28.9,50,1006
257,양산시,2014/09/08 13:00,30.4,49,1005.5
257,양산시,2014/09/08 14:00,30.4,52,1004.9
257,양산시,2014/09/08 15:00,30.4,51,1004.4
257,양산시,2014/09/08 16:00,29.4,58,1004
257,양산시,2014/09/08 17:00,28,63,1004.2
257,양산시,2014/09/08 18:00,26.6,66,1004.8
257,양산시,2014/09/08 19:00,24.9,71,1005.2
257,양산시,2014/09/08 20:00,24,74,1005.7
257,양산시,2014/09/08 21:00,23,80,1006.6
257,양산시,2014/09/08 22:00,22.5,81,1006.7
257,양산시,2014/09/08 23:00,22.2,81,1006.4
257,양산시,2014/09/09 0:00,21.8,83,1006.6
257,양산시,2014/09/09 1:00,21.6,84,1006.6
257,양산시,2014/09/09 2:00,21.3,85,1006.4
257,양산시,2014/09/09 3:00,20.7,87,1006.5
257,양산시,2014/09/09 4:00,20.6,87,1006.4
257,양산시,2014/09/09 5:00,20.2,88,1006.4
257,양산시,2014/09/09 6:00,20,88,1006.4
257,양산시,2014/09/09 7:00,20.1,88,1007
257,양산시,2014/09/09 8:00,21.5,86,1007.4
257,양산시,2014/09/09 9:00,23.8,74,1007.6
257,양산시,2014/09/09 10:00,25.3,66,1008
257,양산시,2014/09/09 11:00,26.8,63,1007.7
257,양산시,2014/09/09 12:00,28,51,1007.1
257,양산시,2014/09/09 13:00,29.8,43,1006.7
257,양산시,2014/09/09 14:00,29.8,46,1006.1
257,양산시,2014/09/09 15:00,29.6,45,1005.8
257,양산시,2014/09/09 16:00,28.9,49,1005.6
257,양산시,2014/09/09 17:00,27.9,57,1006
257,양산시,2014/09/09 18:00,26.4,63,1006.1
257,양산시,2014/09/09 19:00,24.7,65,1006.3
257,양산시,2014/09/09 20:00,24.4,70,1007
257,양산시,2014/09/09 21:00,24.4,69,1007.4
257,양산시,2014/09/09 22:00,24.1,69,1007.6
257,양산시,2014/09/09 23:00,23.8,72,1007.5
257,양산시,2014/09/10 0:00,23.5,73,1007.9
257,양산시,2014/09/10 1:00,23.1,75,1008
257,양산시,2014/09/10 2:00,23.1,76,1008.1
257,양산시,2014/09/10 3:00,23,76,1007.7
257,양산시,2014/09/10 4:00,22.8,76,1007.5
257,양산시,2014/09/10 5:00,22.5,78,1007.7
257,양산시,2014/09/10 6:00,22.6,77,1008
257,양산시,2014/09/10 7:00,22.6,77,1008.5
257,양산시,2014/09/10 8:00,23.4,74,1008.8
257,양산시,2014/09/10 9:00,25.3,67,1009
257,양산시,2014/09/10 10:00,26.7,62,1009.3
257,양산시,2014/09/10 11:00,27.3,57,1009.1
257,양산시,2014/09/10 12:00,27.9,54,1008.6
257,양산시,2014/09/10 13:00,27.2,59,1008.4
257,양산시,2014/09/10 14:00,29,50,1008
257,양산시,2014/09/10 15:00,26.6,62,1007.8
257,양산시,2014/09/10 16:00,26.2,64,1007.9
257,양산시,2014/09/10 17:00,25.6,67,1008.4
257,양산시,2014/09/10 18:00,24.9,68,1008.9
257,양산시,2014/09/10 19:00,24.5,69,1009.1
257,양산시,2014/09/10 20:00,24,73,1010.1
257,양산시,2014/09/10 21:00,23.7,73,1010.4
257,양산시,2014/09/10 22:00,23.3,74,1010.9
257,양산시,2014/09/10 23:00,23.1,74,1011.1
257,양산시,2014/09/11 0:00,22.7,75,1011.5
257,양산시,2014/09/11 1:00,22.8,73,1011.6
257,양산시,2014/09/11 2:00,22.5,73,1011.7
257,양산시,2014/09/11 3:00,22.2,73,1010.9
257,양산시,2014/09/11 4:00,22,72,1011
257,양산시,2014/09/11 5:00,21.6,73,1011.3
257,양산시,2014/09/11 6:00,21.1,75,1011.9
257,양산시,2014/09/11 7:00,21.2,74,1012.7
257,양산시,2014/09/11 8:00,22.6,68,1013.1
257,양산시,2014/09/11 9:00,24.1,62,1013.1
257,양산시,2014/09/11 10:00,25.7,53,1013.2
257,양산시,2014/09/11 11:00,26.9,53,1013.2
257,양산시,2014/09/11 12:00,27.3,50,1012.7
257,양산시,2014/09/11 13:00,27.1,50,1012
257,양산시,2014/09/11 14:00,27.1,52,1011.6
257,양산시,2014/09/11 15:00,26.2,54,1011.4
257,양산시,2014/09/11 16:00,25.8,53,1011.2
257,양산시,2014/09/11 17:00,25.2,57,1011.7
257,양산시,2014/09/11 18:00,23.8,61,1011.9
257,양산시,2014/09/11 19:00,23.3,62,1012.1
257,양산시,2014/09/11 20:00,22.9,62,1012.9
257,양산시,2014/09/11 21:00,22.5,66,1013.4
257,양산시,2014/09/11 22:00,22,68,1013.3
257,양산시,2014/09/11 23:00,21.2,74,1013.7
257,양산시,2014/09/12 0:00,20.7,75,1013.7
257,양산시,2014/09/12 1:00,20.5,76,1013.5
257,양산시,2014/09/12 2:00,20.3,77,1013.5
257,양산시,2014/09/12 3:00,20,78,1013.6
257,양산시,2014/09/12 4:00,20,79,1013.5
257,양산시,2014/09/12 5:00,20.1,77,1013.1
257,양산시,2014/09/12 6:00,19.9,78,1013.2
257,양산시,2014/09/12 7:00,20.2,78,1014
257,양산시,2014/09/12 8:00,21.4,73,1014.1
257,양산시,2014/09/12 9:00,23.6,63,1014.2
257,양산시,2014/09/12 10:00,24.3,60,1014.3
257,양산시,2014/09/12 11:00,24.7,59,1014.4
257,양산시,2014/09/12 12:00,25.3,57,1013.7
257,양산시,2014/09/12 13:00,24.6,60,1013.6
257,양산시,2014/09/12 14:00,24.6,58,1013.1
257,양산시,2014/09/12 15:00,23.8,62,1012.7
257,양산시,2014/09/12 16:00,23.8,61,1012.9
257,양산시,2014/09/12 17:00,23.3,62,1013
257,양산시,2014/09/12 18:00,23,62,1013
257,양산시,2014/09/12 19:00,22.8,62,1013.4
257,양산시,2014/09/12 20:00,22.1,67,1013.3
257,양산시,2014/09/12 21:00,22.1,65,1013.8
257,양산시,2014/09/12 22:00,21.4,69,1013.9
257,양산시,2014/09/12 23:00,20.9,70,1013.7
257,양산시,2014/09/13 0:00,20.3,72,1013.8
257,양산시,2014/09/13 1:00,20.1,72,1013.7
257,양산시,2014/09/13 2:00,20.4,68,1013.6
257,양산시,2014/09/13 3:00,19.6,73,1013.7
257,양산시,2014/09/13 4:00,19.4,74,1013.6
257,양산시,2014/09/13 5:00,19.3,74,1013.5
257,양산시,2014/09/13 6:00,19.1,76,1013.8
257,양산시,2014/09/13 7:00,19.9,74,1014.2
257,양산시,2014/09/13 8:00,21.1,70,1014.5
257,양산시,2014/09/13 9:00,23.6,60,1014.6
257,양산시,2014/09/13 10:00,24.1,55,1014.6
257,양산시,2014/09/13 11:00,25.1,48,1014.7
257,양산시,2014/09/13 12:00,26.5,47,1014.4
257,양산시,2014/09/13 13:00,26.7,45,1013.8
257,양산시,2014/09/13 14:00,26.8,40,1013.5
257,양산시,2014/09/13 15:00,26.4,49,1013.4
257,양산시,2014/09/13 16:00,25.2,52,1013.5
257,양산시,2014/09/13 17:00,24.5,53,1013.8
257,양산시,2014/09/13 18:00,23,55,1013.9
257,양산시,2014/09/13 19:00,22.2,60,1014.4
257,양산시,2014/09/13 20:00,22.2,61,1014.9
257,양산시,2014/09/13 21:00,21.4,65,1015.5
257,양산시,2014/09/13 22:00,21,68,1015.2
257,양산시,2014/09/13 23:00,20.8,69,1015.2
257,양산시,2014/09/14 0:00,19.9,73,1015.6
257,양산시,2014/09/14 1:00,20.1,72,1015.6
257,양산시,2014/09/14 2:00,20.1,70,1015
257,양산시,2014/09/14 3:00,19.3,74,1014.6
257,양산시,2014/09/14 4:00,19.6,72,1014.7
257,양산시,2014/09/14 5:00,18.3,79,1015
257,양산시,2014/09/14 6:00,18.7,77,1015.1
257,양산시,2014/09/14 7:00,18.3,80,1015.7
257,양산시,2014/09/14 8:00,20.6,72,1016
257,양산시,2014/09/14 9:00,21.8,67,1015.8
257,양산시,2014/09/14 10:00,24.1,58,1016
257,양산시,2014/09/14 11:00,24,55,1015.6
257,양산시,2014/09/14 12:00,24.4,51,1015
257,양산시,2014/09/14 13:00,25.5,50,1014.6
257,양산시,2014/09/14 14:00,26.6,46,1014.1
257,양산시,2014/09/14 15:00,26.4,51,1013.8
257,양산시,2014/09/14 16:00,25.4,51,1013.5
257,양산시,2014/09/14 17:00,24.2,59,1013.5
257,양산시,2014/09/14 18:00,23.4,59,1014.1
257,양산시,2014/09/14 19:00,22.6,64,1014.4
257,양산시,2014/09/14 20:00,21.7,67,1015
257,양산시,2014/09/14 21:00,21,72,1015.3
257,양산시,2014/09/14 22:00,20.1,77,1015.1
257,양산시,2014/09/14 23:00,19.6,79,1015
257,양산시,2014/09/15 0:00,19.2,80,1014.6
257,양산시,2014/09/15 1:00,18.3,83,1014.2
257,양산시,2014/09/15 2:00,18.7,83,1013.9
257,양산시,2014/09/15 3:00,18.5,82,1013.9
257,양산시,2014/09/15 4:00,17.7,85,1013.9
257,양산시,2014/09/15 5:00,18.3,84,1013.5
257,양산시,2014/09/15 6:00,18,85,1013.7
257,양산시,2014/09/15 7:00,18.8,82,1013.7
257,양산시,2014/09/15 8:00,19.7,77,1013.5
257,양산시,2014/09/15 9:00,20.7,73,1013.7
257,양산시,2014/09/15 10:00,22.6,68,1013.7
257,양산시,2014/09/15 11:00,23.4,67,1013.2
257,양산시,2014/09/15 12:00,25.7,57,1012.5
257,양산시,2014/09/15 13:00,26.6,54,1011.9
257,양산시,2014/09/15 14:00,26.6,54,1011.2
257,양산시,2014/09/15 15:00,28,51,1010.6
257,양산시,2014/09/15 16:00,28.6,45,1010.3
257,양산시,2014/09/15 17:00,27.5,46,1010.5
257,양산시,2014/09/15 18:00,26.3,53,1010.9
257,양산시,2014/09/15 19:00,23.4,66,1011.3
257,양산시,2014/09/15 20:00,22.2,70,1012
257,양산시,2014/09/15 21:00,22,70,1012.9
257,양산시,2014/09/15 22:00,21.4,73,1012.5
257,양산시,2014/09/15 23:00,20.6,76,1012.4
257,양산시,2014/09/16 0:00,20.3,77,1012.5
257,양산시,2014/09/16 1:00,20.1,80,1012.4
257,양산시,2014/09/16 2:00,20.3,78,1012.7
257,양산시,2014/09/16 3:00,20.1,78,1012.9
257,양산시,2014/09/16 4:00,19.8,79,1012.4
257,양산시,2014/09/16 5:00,19.2,81,1013
257,양산시,2014/09/16 6:00,18.7,82,1013.6
257,양산시,2014/09/16 7:00,18.9,82,1014.1
257,양산시,2014/09/16 8:00,21.3,74,1014.2
257,양산시,2014/09/16 9:00,23.7,57,1014.6
257,양산시,2014/09/16 10:00,25.9,53,1014.7
257,양산시,2014/09/16 11:00,27.6,51,1014.3
257,양산시,2014/09/16 12:00,28.5,48,1014.1
257,양산시,2014/09/16 13:00,28.9,48,1013.6
257,양산시,2014/09/16 14:00,27.4,55,1013.1
257,양산시,2014/09/16 15:00,27.7,54,1013
257,양산시,2014/09/16 16:00,26.3,60,1013.2
257,양산시,2014/09/16 17:00,25.4,61,1013.7
257,양산시,2014/09/16 18:00,24.3,65,1014
257,양산시,2014/09/16 19:00,23.7,68,1014.1
257,양산시,2014/09/16 20:00,23.4,68,1014.5
257,양산시,2014/09/16 21:00,23.1,70,1015
257,양산시,2014/09/16 22:00,22.8,71,1015.2
257,양산시,2014/09/16 23:00,22.5,73,1015.2
257,양산시,2014/09/17 0:00,22.5,71,1015.2
257,양산시,2014/09/17 1:00,22.4,72,1015
257,양산시,2014/09/17 2:00,22,74,1015.1
257,양산시,2014/09/17 3:00,21.9,75,1015
257,양산시,2014/09/17 4:00,21.7,76,1014.9
257,양산시,2014/09/17 5:00,21.6,76,1015.2
257,양산시,2014/09/17 6:00,21.6,76,1015.3
257,양산시,2014/09/17 7:00,21.6,77,1015.4
257,양산시,2014/09/17 8:00,22,75,1015.7
257,양산시,2014/09/17 9:00,21.9,78,1016.1
257,양산시,2014/09/17 10:00,22,76,1016.1
257,양산시,2014/09/17 11:00,22.4,75,1015.6
257,양산시,2014/09/17 12:00,23.5,69,1015.1
257,양산시,2014/09/17 13:00,23.8,70,1014.9
257,양산시,2014/09/17 14:00,24.1,68,1014.5
257,양산시,2014/09/17 15:00,23.7,68,1014.2
257,양산시,2014/09/17 16:00,23.3,69,1014.1
257,양산시,2014/09/17 17:00,23,72,1014.3
257,양산시,2014/09/17 18:00,22.5,74,1014.4
257,양산시,2014/09/17 19:00,21.9,74,1014.6
257,양산시,2014/09/17 20:00,20.9,80,1015.3
257,양산시,2014/09/17 21:00,21,75,1015.8
257,양산시,2014/09/17 22:00,20.7,75,1015.2
257,양산시,2014/09/17 23:00,20.4,73,1015.9
257,양산시,2014/09/18 0:00,20.5,70,1015.3
257,양산시,2014/09/18 1:00,20.4,69,1015.3
257,양산시,2014/09/18 2:00,20,71,1015.3
257,양산시,2014/09/18 3:00,20.3,66,1014.9
257,양산시,2014/09/18 4:00,20,64,1015.7
257,양산시,2014/09/18 5:00,19.7,63,1015.9
257,양산시,2014/09/18 6:00,19.4,67,1016.2
257,양산시,2014/09/18 7:00,19.8,65,1016.4
257,양산시,2014/09/18 8:00,20.6,63,1016.6
257,양산시,2014/09/18 9:00,22,61,1016.8
257,양산시,2014/09/18 10:00,23.1,55,1017.2
257,양산시,2014/09/18 11:00,23.2,56,1016.8
257,양산시,2014/09/18 12:00,24.5,53,1016.5
257,양산시,2014/09/18 13:00,23.3,57,1016.1
257,양산시,2014/09/18 14:00,23.8,53,1015.8
257,양산시,2014/09/18 15:00,23.5,50,1015.8
257,양산시,2014/09/18 16:00,23.9,48,1015.5
257,양산시,2014/09/18 17:00,22.8,50,1015.8
257,양산시,2014/09/18 18:00,22.1,52,1016
257,양산시,2014/09/18 19:00,21.3,55,1016.1
257,양산시,2014/09/18 20:00,21.1,56,1016.6
257,양산시,2014/09/18 21:00,20.6,58,1017.1
257,양산시,2014/09/18 22:00,19.9,62,1017.1
257,양산시,2014/09/18 23:00,19.3,64,1017.1
257,양산시,2014/09/19 0:00,18.4,68,1016.9
257,양산시,2014/09/19 1:00,18.1,71,1016.6
257,양산시,2014/09/19 2:00,17.1,75,1016.3
257,양산시,2014/09/19 3:00,17.2,74,1016.1
257,양산시,2014/09/19 4:00,16.9,74,1015.8
257,양산시,2014/09/19 5:00,16,80,1015.9
257,양산시,2014/09/19 6:00,16.1,80,1015.8
257,양산시,2014/09/19 7:00,16.5,78,1016
257,양산시,2014/09/19 8:00,17.7,72,1015.7
257,양산시,2014/09/19 9:00,19,66,1015.5
257,양산시,2014/09/19 10:00,21.4,58,1015.4
257,양산시,2014/09/19 11:00,22.7,56,1014.8
257,양산시,2014/09/19 12:00,23.1,53,1014.3
257,양산시,2014/09/19 13:00,23.3,53,1013.8
257,양산시,2014/09/19 14:00,23.4,54,1013.5
257,양산시,2014/09/19 15:00,23.2,53,1013.1
257,양산시,2014/09/19 16:00,22.9,55,1012.7
257,양산시,2014/09/19 17:00,22.3,56,1012.8
257,양산시,2014/09/19 18:00,22,56,1012.7
257,양산시,2014/09/19 19:00,20,68,1012.9
257,양산시,2014/09/19 20:00,20.1,67,1013.5
257,양산시,2014/09/19 21:00,19.7,69,1014.1
257,양산시,2014/09/19 22:00,18.7,72,1013.9
257,양산시,2014/09/19 23:00,18.3,74,1013.9
257,양산시,2014/09/20 0:00,17.6,76,1013.8
257,양산시,2014/09/20 1:00,16.9,79,1013.5
257,양산시,2014/09/20 2:00,16.1,83,1013.3
257,양산시,2014/09/20 3:00,15.6,84,1012.8
257,양산시,2014/09/20 4:00,15.3,86,1012.8
257,양산시,2014/09/20 5:00,15.5,85,1013
257,양산시,2014/09/20 6:00,14.9,86,1013
257,양산시,2014/09/20 7:00,15.5,85,1013.4
257,양산시,2014/09/20 8:00,18.2,74,1013.6
257,양산시,2014/09/20 9:00,22.1,59,1013.8
257,양산시,2014/09/20 10:00,23.9,51,1013.9
257,양산시,2014/09/20 11:00,25.6,42,1013.7
257,양산시,2014/09/20 12:00,25.9,38,1013.4
257,양산시,2014/09/20 13:00,26.4,33,1013
257,양산시,2014/09/20 14:00,26.8,34,1012.3
257,양산시,2014/09/20 15:00,26.2,34,1012.1
257,양산시,2014/09/20 16:00,25.7,36,1012.6
257,양산시,2014/09/20 17:00,24.6,46,1013.3
257,양산시,2014/09/20 18:00,23.2,49,1013.8
257,양산시,2014/09/20 19:00,21.9,55,1014.4
257,양산시,2014/09/20 20:00,21,60,1015.5
257,양산시,2014/09/20 21:00,20.3,63,1015.7
257,양산시,2014/09/20 22:00,19.7,64,1015.6
257,양산시,2014/09/20 23:00,17.6,74,1015.7
257,양산시,2014/09/21 0:00,16.8,77,1015.8
257,양산시,2014/09/21 1:00,15.7,81,1015.6
257,양산시,2014/09/21 2:00,15.3,82,1015.6
257,양산시,2014/09/21 3:00,15.5,82,1015.8
257,양산시,2014/09/21 4:00,14.7,84,1015.8
257,양산시,2014/09/21 5:00,14.9,84,1016.1
257,양산시,2014/09/21 6:00,14.2,87,1016.4
257,양산시,2014/09/21 7:00,14.8,85,1017
257,양산시,2014/09/21 8:00,17.4,75,1017.7
257,양산시,2014/09/21 9:00,21.6,65,1017.6
257,양산시,2014/09/21 10:00,23.5,56,1017.6
257,양산시,2014/09/21 11:00,25.1,49,1017.3
257,양산시,2014/09/21 12:00,26.1,43,1016.6
257,양산시,2014/09/21 13:00,27.1,41,1015.8
257,양산시,2014/09/21 14:00,26.9,43,1015.2
257,양산시,2014/09/21 15:00,26.6,45,1015
257,양산시,2014/09/21 16:00,25.2,47,1015.3
257,양산시,2014/09/21 17:00,23.9,54,1015.3
257,양산시,2014/09/21 18:00,22.9,54,1015.7
257,양산시,2014/09/21 19:00,22.4,56,1016.2
257,양산시,2014/09/21 20:00,21.2,61,1016.8
257,양산시,2014/09/21 21:00,20.5,63,1017.2
257,양산시,2014/09/21 22:00,19.4,68,1017.3
257,양산시,2014/09/21 23:00,18.1,75,1017.2
257,양산시,2014/09/22 0:00,18.2,74,1017.5
257,양산시,2014/09/22 1:00,17.4,79,1017.4
257,양산시,2014/09/22 2:00,16.5,82,1017.4
257,양산시,2014/09/22 3:00,16,85,1017.7
